,Inhibitory neurons,Granule neurons,ENS neurons,Smooth muscle cells,Vascular endothelial cells,Stromal cells,Ciliated epithelial cells,Bronchiolar and alveolar epithelial cells,STC2_TLX1 positive cells,Syncytiotrophoblasts and villous cytotrophoblasts,Excitatory neurons,Erythroblasts
TFORF1306-ZSCAN9,0.0,0.0,0.015384615384615385,0.36923076923076925,0.0,0.06153846153846154,0.07692307692307693,0.23076923076923078,0.2153846153846154,0.0,0.0,0.03076923076923077
TFORF2946-MYOD1,0.04838709677419355,0.0,0.016129032258064516,0.24193548387096775,0.0,0.08064516129032258,0.06451612903225806,0.25806451612903225,0.1774193548387097,0.0,0.0,0.11290322580645161
TFORF0274-TCF3,0.06060606060606061,0.0,0.015151515151515152,0.3181818181818182,0.0,0.10606060606060606,0.10606060606060606,0.18181818181818182,0.16666666666666666,0.0,0.0,0.045454545454545456
TFORF3550-mCherry,0.0,0.0,0.017543859649122806,0.38596491228070173,0.0,0.07017543859649122,0.14035087719298245,0.12280701754385964,0.15789473684210525,0.0,0.0,0.10526315789473684
TFORF2344-MITF,0.0,0.0,0.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0,0.0,0.05555555555555555
TFORF0538-PAX2,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.3103448275862069,0.0,0.0,0.0,0.3103448275862069
TFORF0512-TSHZ1,0.041666666666666664,0.0,0.020833333333333332,0.2916666666666667,0.0,0.0625,0.08333333333333333,0.25,0.1875,0.0,0.0,0.0625
TFORF3549-GFP,0.0,0.0,0.061224489795918366,0.24489795918367346,0.0,0.08163265306122448,0.1836734693877551,0.22448979591836735,0.16326530612244897,0.0,0.0,0.04081632653061224
TFORF1829-DMRTA2,0.0,0.0,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.07142857142857142,0.32142857142857145,0.14285714285714285,0.21428571428571427,0.0,0.0,0.03571428571428571
TFORF2956-HNF4A,0.021739130434782608,0.0,0.021739130434782608,0.2826086956521739,0.021739130434782608,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.1956521739130435,0.0,0.0,0.15217391304347827
TFORF0517-PAX5,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182
TFORF2883-BHLHA9,0.0,0.0,0.0,0.5932203389830508,0.0,0.1016949152542373,0.01694915254237288,0.1016949152542373,0.1694915254237288,0.0,0.0,0.01694915254237288
TFORF1159-EOMES,0.020833333333333332,0.0,0.020833333333333332,0.16666666666666666,0.0,0.4583333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
TFORF2062-NKX2-6,0.025,0.0,0.0,0.375,0.0,0.1,0.0,0.075,0.325,0.025,0.0,0.075
TFORF1332-TFAP2E,0.0,0.0,0.0,0.3333333333333333,0.0,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.0,0.0,0.05555555555555555
TFORF3104-NKX2-5,0.02702702702702703,0.0,0.02702702702702703,0.2972972972972973,0.02702702702702703,0.05405405405405406,0.16216216216216217,0.24324324324324326,0.05405405405405406,0.0,0.0,0.10810810810810811
TFORF3362-MYOG,0.0,0.0,0.07317073170731707,0.024390243902439025,0.0,0.024390243902439025,0.0975609756097561,0.43902439024390244,0.21951219512195122,0.0,0.0,0.12195121951219512
TFORF2478-MESP1,0.023255813953488372,0.0,0.0,0.4418604651162791,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.11627906976744186,0.20930232558139536,0.0,0.0,0.06976744186046512
TFORF0297-CREM,0.13043478260869565,0.0,0.0,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.0,0.0,0.21739130434782608
TFORF0690-HNF4G,0.0,0.0,0.06666666666666667,0.2,0.0,0.13333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.0,0.0,0.06666666666666667
TFORF1550-TAZ,0.06451612903225806,0.0,0.0967741935483871,0.25806451612903225,0.0,0.06451612903225806,0.06451612903225806,0.22580645161290322,0.1935483870967742,0.0,0.0,0.03225806451612903
TFORF2786-GLIS1,0.02631578947368421,0.0,0.02631578947368421,0.3157894736842105,0.0,0.21052631578947367,0.07894736842105263,0.13157894736842105,0.18421052631578946,0.0,0.0,0.02631578947368421
TFORF0693-HNF4A,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
TFORF0954-CDIP1,0.20833333333333334,0.0,0.041666666666666664,0.041666666666666664,0.0,0.125,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.0,0.0,0.2916666666666667
TFORF0299-CREM,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.0,0.0,0.2777777777777778
TFORF3108-ASCL2,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.21212121212121213,0.06060606060606061,0.0,0.0,0.12121212121212122
TFORF0305-CREM,0.0,0.0,0.0,0.058823529411764705,0.0,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.0,0.11764705882352941
TFORF2513-PDCD2,0.09523809523809523,0.0,0.0,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.0,0.0,0.3333333333333333
TFORF0365-TCEB1,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664,0.125,0.20833333333333334,0.08333333333333333,0.125,0.0,0.0,0.16666666666666666
TFORF0992-KLF8,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.0,0.0,0.17647058823529413
TFORF3194-TLX3,0.0,0.0,0.0,0.4642857142857143,0.0,0.17857142857142858,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0
TFORF2726-ZFP1,0.125,0.0,0.0625,0.0625,0.0,0.0,0.3125,0.25,0.0,0.0,0.0,0.1875
TFORF0122-BARX1,0.0,0.0,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.17647058823529413,0.0,0.0,0.058823529411764705
TFORF2285-HES3,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,0.0,0.16666666666666666
TFORF1194-ZNF575,0.16,0.0,0.0,0.04,0.0,0.04,0.08,0.12,0.24,0.04,0.04,0.24
TFORF0050-MAZ,0.04,0.0,0.0,0.24,0.0,0.08,0.0,0.12,0.24,0.0,0.0,0.28
TFORF0571-MEOX1,0.0,0.0,0.05555555555555555,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.0,0.0,0.1111111111111111
TFORF2168-GRHL3,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0
TFORF0362-TCEB2,0.2631578947368421,0.0,0.0,0.10526315789473684,0.0,0.0,0.21052631578947367,0.21052631578947367,0.05263157894736842,0.0,0.0,0.15789473684210525
TFORF2191-RAX2,0.10526315789473684,0.0,0.0,0.21052631578947367,0.0,0.15789473684210525,0.0,0.10526315789473684,0.15789473684210525,0.0,0.0,0.2631578947368421
TFORF1590-ZNF773,0.17647058823529413,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.0,0.35294117647058826
TFORF0048-MAX,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.0,0.0,0.17647058823529413
TFORF1107-ZNF37A,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3888888888888889
TFORF1226-DUX4,0.0,0.0,0.0,0.1,0.0,0.05,0.25,0.15,0.1,0.05,0.0,0.3
TFORF2561-ZNF655,0.1875,0.0,0.0,0.0,0.0,0.0625,0.25,0.1875,0.125,0.0,0.0,0.1875
TFORF1254-TP53,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.0,0.21739130434782608,0.34782608695652173,0.08695652173913043,0.043478260869565216,0.0,0.13043478260869565
TFORF3473-RUNX1,0.0,0.0,0.10344827586206896,0.3448275862068966,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.20689655172413793,0.10344827586206896,0.0,0.0,0.034482758620689655
TFORF0244-SUB1,0.05555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222
TFORF2851-HMGA2,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.0,0.0,0.10526315789473684
TFORF1240-LBX2,0.21052631578947367,0.0,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.3684210526315789
TFORF0374-NFYA,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.0,0.0,0.21052631578947367
TFORF1630-ZNF226,0.0625,0.0,0.0,0.0,0.0,0.0625,0.25,0.1875,0.25,0.0625,0.0625,0.0625
TFORF0315-CREM,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.1111111111111111
TFORF2434-ZNF280D,0.1,0.0,0.0,0.1,0.0,0.05,0.1,0.15,0.35,0.0,0.05,0.1
TFORF2415-ZNF268,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.0,0.0,0.23529411764705882
TFORF1996-ZNF248,0.17647058823529413,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.0,0.0,0.23529411764705882
TFORF1255-TP53,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.0,0.0,0.21052631578947367
TFORF1263-TP53,0.038461538461538464,0.0,0.07692307692307693,0.11538461538461539,0.0,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.0,0.2692307692307692
TFORF2294-TAF13,0.2,0.0,0.0,0.05,0.0,0.05,0.1,0.1,0.05,0.0,0.0,0.45
TFORF1430-NFKBIB,0.17647058823529413,0.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.0,0.0,0.11764705882352941
TFORF1468-HOXD11,0.043478260869565216,0.0,0.0,0.4782608695652174,0.0,0.2608695652173913,0.08695652173913043,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216
TFORF1118-SKP2,0.16666666666666666,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222
TFORF1998-ZNF248,0.2727272727272727,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.0,0.13636363636363635
TFORF1043-TSC22D3,0.22727272727272727,0.0,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.0,0.3181818181818182
TFORF3184-HSBP1,0.09523809523809523,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.0,0.0,0.2857142857142857
TFORF2516-PDCD2,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.0,0.2222222222222222
TFORF1969-ZNF233,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105
TFORF0636-HOXC5,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.21052631578947367
TFORF1549-TAZ,0.125,0.0,0.0,0.0,0.0,0.0625,0.125,0.125,0.375,0.125,0.0,0.0625
TFORF0873-HOXB8,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.0,0.2222222222222222
TFORF0760-OVOL1,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.15,0.5,0.0,0.0,0.1
TFORF1409-ZNF559,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,0.17647058823529413
TFORF0298-CREM,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.3,0.25,0.0,0.0,0.25
TFORF3526-THAP12,0.0,0.0,0.11538461538461539,0.23076923076923078,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.0,0.0,0.07692307692307693
TFORF2704-ESRRA,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.0,0.0,0.42105263157894735
TFORF0519-PAX5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2
TFORF2418-ZNF268,0.29411764705882354,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,0.0,0.23529411764705882
TFORF2295-TAF11,0.043478260869565216,0.0,0.043478260869565216,0.08695652173913043,0.0,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.0,0.0,0.4782608695652174
TFORF1009-ZNF544,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556
TFORF2227-ZNF343,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.3333333333333333
TFORF0304-CREM,0.1875,0.0,0.0,0.0625,0.0,0.0625,0.1875,0.1875,0.0,0.0,0.0,0.3125
TFORF0280-IGFBP1,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.0,0.0,0.17647058823529413
TFORF2853-HMGA2,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0,0.23076923076923078
TFORF2165-GRHL3,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1111111111111111
TFORF1984-ZNF534,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0,0.0,0.07142857142857142
TFORF1492-FOSL1,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.0,0.07142857142857142
TFORF0741-JDP2,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.0,0.22727272727272727
TFORF0872-HOXB8,0.09523809523809523,0.0,0.047619047619047616,0.23809523809523808,0.0,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,0.0,0.38095238095238093
TFORF1792-CNBP,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.3125,0.125,0.0,0.0,0.1875
TFORF1559-YAF2,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.2777777777777778
TFORF0488-ZFP90,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,0.11764705882352941
TFORF2384-MBD3,0.19047619047619047,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.2857142857142857,0.19047619047619047,0.0,0.0,0.14285714285714285
TFORF0049-MAX,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333
TFORF1363-ELOF1,0.35714285714285715,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427
TFORF0226-ZNF593,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,0.0,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.0,0.0,0.2631578947368421
TFORF1259-TP53,0.15789473684210525,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,0.0,0.42105263157894735
TFORF1127-THAP3,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0,0.35294117647058826
TFORF2309-ETV1,0.05,0.0,0.0,0.1,0.0,0.05,0.2,0.15,0.1,0.0,0.0,0.35
TFORF2250-TCF19,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.0,0.4166666666666667
TFORF0830-SLC45A2,0.2,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.2,0.2,0.0,0.0,0.2
TFORF1820-ZNF138,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.14285714285714285
TFORF0623-DDIT3,0.19047619047619047,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.09523809523809523,0.0,0.0,0.19047619047619047
TFORF0717-TEF,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.0,0.29411764705882354
TFORF0572-MEOX1,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.29411764705882354
TFORF0363-TCEB2,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.3
TFORF2348-HOXD8,0.10526315789473684,0.0,0.0,0.2631578947368421,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.3157894736842105
TFORF0800-ATF3,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.23076923076923078
TFORF1171-MLX,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857
TFORF1486-NANOG,0.05555555555555555,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.3333333333333333
TFORF3540-TAL2,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2777777777777778
TFORF0076-KCNIP4,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855
TFORF1261-TP53,0.14285714285714285,0.0,0.0,0.21428571428571427,0.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.35714285714285715
TFORF1216-NHLH1,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.391304347826087,0.0,0.0,0.0,0.0
TFORF0270-TCF7,0.2631578947368421,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.15789473684210525,0.0,0.3157894736842105,0.0,0.0,0.05263157894736842
TFORF0503-RNF138,0.3333333333333333,0.0,0.0,0.05555555555555555,0.0,0.0,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222
TFORF2858-ID3,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
TFORF0883-HOXB7,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.0,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.0,0.0,0.1111111111111111
TFORF1527-MXI1,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.0,0.15384615384615385
TFORF0146-THAP1,0.09090909090909091,0.0,0.0,0.22727272727272727,0.0,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.13636363636363635
TFORF0467-CARHSP1,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.0,0.0,0.16666666666666666
TFORF0607-CREBL2,0.23529411764705882,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.29411764705882354
TFORF1556-YAF2,0.0625,0.0,0.0,0.125,0.0,0.0625,0.0625,0.3125,0.1875,0.0,0.0,0.1875
TFORF2417-ZNF268,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.2
TFORF1793-CNBP,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.0,0.3076923076923077
TFORF0038-SP7,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.0,0.0,0.07142857142857142
TFORF1643-ZNF426,0.125,0.0,0.0,0.1875,0.0,0.0625,0.125,0.125,0.125,0.0,0.0,0.25
TFORF1040-TSC22D1,0.11764705882352941,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.0,0.0,0.11764705882352941
TFORF0698-BATF2,0.1875,0.0,0.0,0.125,0.0,0.0,0.1875,0.0625,0.1875,0.0,0.0,0.25
TFORF2119-HOPX,0.19047619047619047,0.0,0.0,0.14285714285714285,0.0,0.19047619047619047,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.38095238095238093
TFORF0972-ZNF124,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333
TFORF2849-HMGA2,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.0,0.0,0.2631578947368421
TFORF0697-BATF2,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.46153846153846156
TFORF2563-ZNF655,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078
TFORF0894-ING4,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091
TFORF0816-LHX3,0.25,0.0,0.0,0.05,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.3
TFORF1600-ZNF195,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.0,0.0,0.14285714285714285
TFORF0364-TCEB1,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.21428571428571427
TFORF1384-ZNF788,0.2222222222222222,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.0,0.16666666666666666
TFORF0783-SEBOX,0.2777777777777778,0.0,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.0,0.1111111111111111
TFORF0300-CREM,0.05,0.0,0.0,0.1,0.0,0.0,0.15,0.2,0.1,0.05,0.0,0.35
TFORF2144-ZNF525,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.46153846153846156
TFORF2517-PDCD2,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.0,0.14285714285714285
TFORF0313-CREM,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.16666666666666666,0.125,0.0,0.041666666666666664,0.2916666666666667
TFORF0823-LHX6,0.0625,0.0,0.0,0.125,0.0,0.0625,0.0,0.25,0.1875,0.0,0.0,0.3125
TFORF0941-LMO1,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0,0.0,0.21428571428571427
TFORF3200-RUNX3,0.0,0.0,0.0,0.4782608695652174,0.043478260869565216,0.0,0.043478260869565216,0.21739130434782608,0.17391304347826086,0.0,0.0,0.043478260869565216
TFORF3224-HMGB1,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,0.07692307692307693
TFORF2860-ID1,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.0,0.0,0.21428571428571427
TFORF0178-HDGF,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.3076923076923077
TFORF3535-MLLT10,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.3333333333333333
