,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.12,R2.49,R3.05,P1.30-0-0",TFORF1830-ZNF717,0,4,1591.0,1273,0.02514142,0.029260762,0.029260762,train,Erythroblasts,others,others,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6268650431222598,0.06130161292271193,0.08425820788780886,0.10435575504109054,0.07729256374145538,0.1009603092624828,0.14905213068065404,0.13323331257024673,0.15717219500950996,0.13237419008006687
"R1.02,R2.58,R3.67,P1.22-0-0",TFORF1830-ZNF717,0,4,3477.0,2340,0.024733966,0.029028775,0.029028775,train,Erythroblasts,others,others,6.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6337325044000618,0.06152077629632652,0.08447747504629123,0.10388142594716586,0.0770752102288314,0.10057188594051679,0.14948219786787384,0.13457724464361562,0.15682497482845562,0.1315891223400357
"R1.37,R2.28,R3.41,P1.47-3-2-0",TFORF1830-ZNF717,0,1,4921.0,2921,0.019914651,0.034345053,0.034345053,train,Erythroblasts,others,others,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.7337229080056844,0.060766349840882736,0.08441444602036459,0.10431762613038581,0.07836281811618519,0.10080811035210216,0.1481589902208339,0.1321072316037644,0.16580152750566104,0.125263133995525
"R1.30,R2.63,R3.22,P1.48-3-4-0",TFORF1830-ZNF717,0,5,2426.0,1791,0.023907667,0.13551962,0.13551962,train,Smooth muscle cells,others,smooth muscle,9.0,others,0.0,TFORF1830-ZNF717,31,5,,0.5673889085370974,0.05299144670492064,0.07334549498082356,0.088410877655741,0.06775794969150563,0.08763736589385072,0.12475957389916062,0.2663063802244753,0.13312800576713602,0.1056637803569317
"R1.60,R2.38,R3.74,P1.22-0-0",TFORF1830-ZNF717,0,4,1575.0,1250,0.023492064,0.01656849,0.01656849,train,Inhibitory neurons,others,others,8.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6314425086744555,0.060842061280107655,0.08420626021215954,0.10409184906530405,0.08272333546563304,0.10124579920125545,0.14938779353589293,0.1315814743995572,0.15959993431213923,0.12632170534755677
"R1.14,R2.80,R3.09,P1.38-0-0",TFORF1830-ZNF717,0,0,2624.0,1863,0.019435976,0.04100211,0.04100211,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5570027597124929,0.06162089519106402,0.08434015733553193,0.10418505764813475,0.07740737495488526,0.10108338977830232,0.14590920008346625,0.13428337172982863,0.15381416914379153,0.1373568844251284
"R1.45,R2.89,R3.58,P1.23-0-2-0",TFORF1830-ZNF717,0,8-0,2668.0,1852,0.016866567,0.06415279,0.06415279,train,Inhibitory neurons,others,others,10.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5907592173051496,0.061314749628863484,0.08408069150631947,0.10384220150467258,0.07662094751946177,0.10058809554867677,0.14837822603269304,0.1326086535434531,0.15472394368511325,0.13784258151550932
"R1.10,R2.94,R3.38,P1.24-0-4-0",TFORF1830-ZNF717,0,10,3839.0,2492,0.0184944,0.12389479,0.12389479,train,Squamous epithelial cells,others,squamous epithelial,10.0,others,0.0,TFORF1830-ZNF717,31,10,,0.5367678652390202,0.047456802123131685,0.06382313972614358,0.07840422100622398,0.06031008838586152,0.07769712635342714,0.3518669649321449,0.10482028324169189,0.11892774821141255,0.09669341309511334
"R1.32,R2.60,R3.61,P1.40-2-4-0",TFORF1830-ZNF717,0,0,2833.0,1987,0.028238617,0.0386604,0.0386604,test,Erythroblasts,others,others,5.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6037852612593814,0.06138931922178286,0.08440472251542319,0.10404061320353093,0.07697295336837029,0.10073607095633148,0.14804722335950385,0.1332869739080533,0.15548751870764535,0.13563493965242712
"R1.76,R2.52,R3.83,P1.40-2-4-0",TFORF1830-ZNF717,0,0,4508.0,2917,0.019742679,0.049115237,0.049115237,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5450659974236834,0.061530825828929485,0.08409636605437887,0.10421284702836003,0.07678997495127358,0.10081564505323672,0.14547910113948803,0.13350641167698846,0.1531800273536545,0.14038935219114812
"R1.08,R2.56,R3.59,P1.47-3-2-0",TFORF1830-ZNF717,0,7-0,6894.0,3778,0.015520743,0.046630155,0.046630155,test,Smooth muscle cells,others,smooth muscle,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6456759678089258,0.061604987211792826,0.08462772333822649,0.10150818830971926,0.0874615242788751,0.10853189374745673,0.14636854769046412,0.13256637184595604,0.1624924850596324,0.11483790462376407
"R1.46,R2.32,R3.72,P1.38-0-0",TFORF1830-ZNF717,0,2,3743.0,2409,0.021106064,0.03469905,0.03469905,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,6.0,others,0.0,TFORF1830-ZNF717,31,15,,0.633218362006126,0.06171938423374469,0.08449088191017176,0.1040281589297993,0.0771905663736499,0.1008964695168107,0.14884177030263926,0.133468556000084,0.1562158604784377,0.13314848790859218
"R1.59,R2.27,R3.73,P1.39-2-2-0",TFORF1830-ZNF717,0,11-0,3402.0,2342,0.024103468,0.1250031,0.1250031,train,Stromal cells,others,stromal,10.0,others,0.0,TFORF1830-ZNF717,31,15,,0.38634024166285497,0.051784943561168965,0.11022472964183275,0.24755416476112266,0.06285497153457853,0.09230061516895836,0.11183174575535318,0.1037836046434633,0.12452766497687359,0.09513776151836345
"R1.20,R2.45,R3.70,P1.63-1-3-0",TFORF1830-ZNF717,0,0,10035.0,4767,0.027404085,0.037102528,0.037102528,train,STC2_TLX1 positive cells,others,others,4.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5683511040735896,0.061902282540715385,0.08437553374931649,0.10495279185077228,0.0772826767939484,0.10106829368300634,0.14542176413422317,0.13518678065248185,0.15446821245056672,0.1353421064942251
"R1.23,R2.61,R3.69,P1.23-0-2-0",TFORF1830-ZNF717,0,11-1,4439.0,2781,0.025005631,0.15659146,0.15659146,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,7.0,others,0.0,TFORF1830-ZNF717,31,11-1,,0.48152462510594973,0.0462831652969411,0.33626663713778965,0.08936120332784564,0.056111797687075804,0.08636325369786413,0.09934328039000627,0.09487083881375909,0.10689006549527855,0.08450998104365762
"R1.67,R2.22,R3.47,P1.15-3-1-0",TFORF1830-ZNF717,0,8-0,3355.0,2251,0.02175857,0.042840682,0.042840682,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6197757254785994,0.061464360007982256,0.08445112432954971,0.10406369127377525,0.07695200903442509,0.10082258679395299,0.14854045074744518,0.1330443700349738,0.15562089908606686,0.13504065062595993
"R1.27,R2.78,R3.53,P1.07-2-1-0",TFORF1830-ZNF717,0,8-0,4531.0,2793,0.027808432,0.046660878,0.046660878,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6088314933471949,0.06148082942949481,0.08439421628696324,0.10403644812890746,0.0768357181836987,0.10080619823633102,0.1483153819263555,0.13313263382475496,0.15516065513529353,0.1358380653156715
"R1.38,R2.16,R3.39,P1.16-3-3-0",TFORF1830-ZNF717,0,1,3011.0,2075,0.015277317,0.026482614,0.026482614,train,Retinal progenitors and Muller glia,others,others,10.0,others,0.0,TFORF1830-ZNF717,31,15,,0.7068966443931066,0.06089926486962712,0.08422303901106673,0.10408715413010766,0.078590532770363,0.10136068290550038,0.1498366836773964,0.13162519349560695,0.1637198229742012,0.12565780299847393
"R1.87,R2.68,R3.73,P1.46-0-0",TFORF1830-ZNF717,0,0,3767.0,2484,0.023360765,0.048285536,0.048285536,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF1830-ZNF717,31,14,,0.5355398005375028,0.061387522892049975,0.08388373445721378,0.10395119501609171,0.07621218320445351,0.1006174252035238,0.14615900182741212,0.13234953358423135,0.1531638578008454,0.14227612558927577
"R1.31,R2.06,R3.39,P1.63-1-3-0",TFORF1830-ZNF717,0,0,7591.0,4013,0.026742194,0.0515437,0.0515437,train,Squamous epithelial cells,others,squamous epithelial,4.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5382570888433558,0.06122957389809777,0.08369093915120394,0.10371924052619719,0.07629966267892822,0.10038073853438824,0.14523795246638574,0.13262652873622077,0.15268189534767182,0.1441340378831733
"R1.26,R2.62,R3.61,P1.40-2-4-0",TFORF1830-ZNF717,0,9-0,4816.0,2964,0.023048174,0.025355628,0.025355628,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6422960746663207,0.06190833931196626,0.08388106746923724,0.10343966123871184,0.07751127726693684,0.10099125190909243,0.15363350599092113,0.13247838331263087,0.15725908992378426,0.1288976290485161
"R1.28,R2.27,R3.34,P1.54-0-1-0",TFORF1830-ZNF717,0,3,4788.0,2894,0.027568921,0.09544079,0.09544079,train,Intestinal epithelial cells,others,intestinal epithelial,8.0,others,0.0,TFORF1830-ZNF717,31,14,,0.7013710331174948,0.06090270378241583,0.08320605314222597,0.10339476357629382,0.07550246177491507,0.10005109803087794,0.14603940329034926,0.13082569938252211,0.15219544522082326,0.14788339642680964
"R1.38,R2.62,R3.19,P1.07-2-1-0",TFORF1830-ZNF717,0,3,4465.0,2790,0.026427772,0.087107114,0.087107114,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF1830-ZNF717,31,14,,0.6739303154664338,0.060950418069364555,0.08326675995255471,0.10341859658818807,0.07555275021049494,0.10007554467179278,0.14591673022121546,0.13097683247012368,0.15223719515910755,0.147606125689694
"R1.51,R2.44,R3.31,P1.63-1-3-0",TFORF1830-ZNF717,0,6,3339.0,2248,0.02096436,0.03320011,0.03320011,train,Erythroblasts,others,others,23.0,others,0.0,TFORF1830-ZNF717,31,15,,0.7061683068735163,0.0612939195803437,0.08548554301305127,0.10424204961238524,0.07738044785506543,0.1006956419256314,0.1493760666018408,0.13269690822048902,0.1576360763241303,0.13119388157163803
"R1.83,R2.73,R3.04,P1.23-0-2-0",TFORF1830-ZNF717,0,1,3545.0,2383,0.02087447,0.024880212,0.024880212,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6466820601704207,0.06130167138185916,0.08481859652835777,0.1042215880855242,0.07788259574678211,0.10100786440093137,0.14824052077283406,0.13341790031771394,0.15943915122872043,0.1296703733295422
"R1.52,R2.20,R3.58,P1.63-1-3-0",TFORF1830-ZNF717,0,0,2365.0,1742,0.027061312,0.048147988,0.048147988,train,STC2_TLX1 positive cells,others,others,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5343625770282722,0.0618035642957467,0.08394194078508818,0.10423606684181841,0.07602272631093732,0.1009753518047055,0.14610228957146507,0.13216497862369983,0.1530300641714643,0.14172354811962787
"R1.77,R2.05,R3.11,P1.40-2-4-0",TFORF1830-ZNF717,0,13,3385.0,2331,0.02422452,0.08415685,0.08415685,val,Ciliated epithelial cells,others,ciliated epithelial,13.0,others,0.0,TFORF1830-ZNF717,31,15,,0.5930860383334248,0.08185008553085368,0.08048126556417101,0.09908308097439308,0.07277061938834233,0.159395216780765,0.13316205873779424,0.1191110348071099,0.14446329475464992,0.10968308502798531
"R1.65,R2.60,R3.86,P1.16-3-3-0",TFORF1830-ZNF717,0,2,5589.0,3287,0.014492754,0.051058676,0.051058676,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF1830-ZNF717,31,15,,0.6493811579519554,0.06133409698399464,0.08423659127274795,0.10391865515804227,0.0770213002365328,0.10068205832503901,0.14970976316995227,0.1327221014497031,0.15597724074441807,0.13439809112072562
"R1.40,R2.14,R3.13,P1.63-1-3-0",TFORF1830-ZNF717,0,3,4518.0,2827,0.023683045,0.09446179,0.09446179,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF1830-ZNF717,31,14,,0.7656955411874411,0.06072831401119082,0.08293584989649695,0.10321179356750931,0.07521889698608034,0.09981270745581892,0.14557916490229414,0.13032376566854062,0.15160813799166256,0.15058262133767808
"R1.69,R2.47,R3.68,P1.46-0-0",TFORF0468-KAT7,0,0,4160.0,2633,0.033173077,0.05217625,0.05217625,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0468-KAT7,9,15,,0.5546150088158147,0.061392360643459376,0.08398195297075195,0.10387877485215717,0.07638868308447667,0.10064338889428331,0.14709176256021694,0.13253842945518968,0.1538750365762026,0.14021010465192021
"R1.35,R2.10,R3.70,P1.62-1-1-0",TFORF0468-KAT7,0,3,3217.0,2160,0.023624495,0.1104019,0.1104019,train,Intestinal epithelial cells,others,intestinal epithelial,10.0,others,0.0,TFORF0468-KAT7,9,14,,0.7971264346619187,0.06061154097666542,0.08277825187726016,0.10296738756749389,0.07507804297004889,0.0996302155680211,0.14529219800352844,0.13007820701249675,0.15133334719916153,0.1522321545885262
"R1.49,R2.90,R3.05,P1.62-1-1-0",TFORF0468-KAT7,0,14,5387.0,3185,0.019120105,0.06721483,0.06721483,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0468-KAT7,9,14,,0.5869288645390699,0.05837418776002993,0.0798081526703493,0.0989231816483118,0.07255755398487858,0.09571056018108215,0.13928280914339425,0.12597333060228366,0.14587368388898717,0.18349715783990167
"R1.09,R2.75,R3.29,P1.15-3-1-0",TFORF0468-KAT7,0,3,4336.0,2701,0.025138376,0.04365862,0.04365862,train,Ciliated epithelial cells,others,ciliated epithelial,23.0,others,0.0,TFORF0468-KAT7,9,15,,0.5628649154052127,0.06120664770914445,0.08388218218762722,0.10369246141036566,0.07636270506546633,0.10042155462069285,0.14788441516537787,0.13222938060797776,0.15412690632174128,0.14019420848116723
"R1.22,R2.38,R3.07,P1.15-3-1-0",TFORF0468-KAT7,0,3,3770.0,2539,0.02148541,0.056776684,0.056776684,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0468-KAT7,9,14,,0.5496641241997362,0.06134394573081507,0.08379735313162506,0.10391075426095542,0.07601290716849098,0.10061733487852743,0.14651924387982512,0.1318628474813292,0.1531581251429716,0.14277803488303936
"R1.19,R2.28,R3.19,P1.23-0-2-0",TFORF0468-KAT7,0,13,2658.0,1957,0.021068472,0.030234698,0.030234698,train,Metanephric cells,others,metanephric,6.0,others,0.0,TFORF0468-KAT7,9,15,,0.7144646669072451,0.061697328289649196,0.08415622186791602,0.10471098971851762,0.07883236310706068,0.1039769217255659,0.1491095985598328,0.13107725925594868,0.1632863620781772,0.12315301142700436
"R1.14,R2.95,R3.37,P1.31-1-2-0",TFORF0468-KAT7,0,11-1,3235.0,2319,0.024111282,0.20736474,0.20736474,train,STC2_TLX1 positive cells,others,others,7.0,others,0.0,TFORF0468-KAT7,9,11-1,,0.5981364708446858,0.03969901852662514,0.41302133851597694,0.09137709820828532,0.04853743908672306,0.07236105378847325,0.08601452016780349,0.08210885076836108,0.09360408400278943,0.0732768331753378
"R1.29,R2.66,R3.60,P1.40-2-4-0",TFORF0468-KAT7,0,0,2940.0,2036,0.025510205,0.03687728,0.03687728,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF0468-KAT7,9,15,,0.567318805151425,0.0629701584476802,0.08439797687837354,0.10462457496308528,0.0764075122044831,0.1019000687751464,0.14621892391278224,0.13308962656997314,0.15375675984738324,0.1366348078543598
"R1.78,R2.90,R3.21,P1.22-0-1",TFORF0468-KAT7,1,12-0,2357.0,1772,0.022486212,0.26314622,0.26314622,train,PAEP_MECOM positive cells,others,PAEP_MECOM+ epithelial,7.0,others,0.0,TFORF0468-KAT7,9,12-0,,0.7032382612919514,0.08412199494750919,0.0644326708702676,0.07396545256896658,0.04890569902999877,0.4072072975361454,0.08336236997815541,0.07983339845816995,0.08891159101934722,0.06925891941577939
"R1.95,R2.15,R3.70,P1.16-3-3-0",TFORF0758-OVOL3,0,8-0,5410.0,3220,0.029759705,0.040541187,0.040541187,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0758-OVOL3,25,15,,0.6257441689775682,0.061512348945984126,0.08458611589001508,0.10409760461693755,0.0769429022672597,0.10084553796096611,0.14840730039859293,0.1332246626803232,0.1556145935697304,0.1347688616416816
"R1.87,R2.13,R3.24,P1.55-0-3-0",TFORF0758-OVOL3,0,0,2288.0,1759,0.025786713,0.0641001,0.0641001,train,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0758-OVOL3,25,14,,0.5522486678853264,0.06128283507465436,0.08374415132914002,0.10377302361715683,0.07603788220752505,0.10053597368270552,0.14669056093027358,0.131911714303973,0.15326188191414045,0.14276257273381077
"R1.38,R2.71,R3.80,P1.16-3-3-0",TFORF0758-OVOL3,0,3,3874.0,2542,0.018843573,0.0687306,0.0687306,train,Erythroblasts,others,others,7.0,others,0.0,TFORF0758-OVOL3,25,14,,0.6041815073520267,0.06113027913875442,0.08361124794000632,0.1036426662946184,0.07595657911777731,0.10034124621183664,0.14679840685113973,0.13160688788423316,0.15317066068115082,0.14374277543446423
"R1.29,R2.72,R3.94,P1.23-0-2-0",TFORF0758-OVOL3,0,2,5525.0,3203,0.02443439,0.04804885,0.04804885,train,Ciliated epithelial cells,others,ciliated epithelial,8.0,others,0.0,TFORF0758-OVOL3,25,15,,0.6460457020339726,0.06134948897498374,0.08425783194054215,0.10393784762538046,0.07701366419882935,0.10070043170803501,0.14955999796831504,0.13275785552568548,0.15593584614166678,0.13448696029115476
"R1.27,R2.12,R3.52,P1.55-0-3-0",TFORF0758-OVOL3,0,0,3347.0,2340,0.020615477,0.03102021,0.03102021,train,STC2_TLX1 positive cells,others,others,5.0,others,0.0,TFORF0758-OVOL3,25,15,,0.5932591447768487,0.061840614181749826,0.08494841512130331,0.10456764427046256,0.07721692771971264,0.10152571324381283,0.14705516001844335,0.13346550175773578,0.15502071824371885,0.13435961543294092
"R1.58,R2.17,R3.81,P1.40-2-4-0",TFORF0758-OVOL3,0,4,4175.0,2696,0.023952097,0.04001602,0.04001602,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF0758-OVOL3,25,15,,0.6299241206738212,0.06125127482545821,0.08425602503729449,0.10383514946517791,0.0769367572090807,0.10057747570124988,0.15019989710722967,0.13259665940139423,0.15585354259737935,0.13449350012099004
"R1.43,R2.27,R3.25,P1.22-0-0",TFORF0758-OVOL3,0,0,2218.0,1693,0.025698828,0.038889624,0.038889624,val,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF0758-OVOL3,25,15,,0.5548625517623434,0.06132746030932606,0.08387758180512621,0.10374026465566197,0.07650292217521379,0.10040189222900274,0.14553985155710528,0.1332640846923949,0.15323021446043042,0.14211621972321445
"R1.05,R2.65,R3.05,P1.47-3-2-0",TFORF0758-OVOL3,0,13,2906.0,2053,0.027529249,0.026071455,0.026071455,train,Ciliated epithelial cells,others,ciliated epithelial,8.0,others,0.0,TFORF0758-OVOL3,25,15,,0.6849985790422545,0.06332655854112283,0.08608965013960632,0.1054407639919504,0.07761544621311886,0.11275532054689091,0.14524627036580184,0.1292535125206611,0.15952370231769747,0.12074880069737698
"R1.08,R2.88,R3.46,P1.62-1-1-0",TFORF0758-OVOL3,0,0,5734.0,3387,0.019881409,0.0288406,0.0288406,val,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF0758-OVOL3,25,15,,0.5583061938694711,0.06431027524978677,0.08660674534936713,0.10744465371050055,0.07685292255427419,0.10460654465891499,0.14360302619977738,0.13293034809542176,0.15257821750037692,0.1310676613844825
"R1.06,R2.96,R3.14,P1.38-0-0",TFORF0758-OVOL3,0,5,3696.0,2421,0.02245671,0.26015794,0.26015794,train,Smooth muscle cells,others,smooth muscle,10.0,others,0.0,TFORF0758-OVOL3,25,5,5,0.9721392443232308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"R1.59,R2.82,R3.02,P1.22-0-0",TFORF0758-OVOL3,0,6,4621.0,2798,0.02120753,0.038268138,0.038268138,train,Erythroblasts,others,others,7.0,others,0.0,TFORF0758-OVOL3,25,15,,0.7352958651562455,0.061273155890866036,0.08461794354327061,0.10411572576000723,0.07732744493790708,0.10064991876555626,0.15003779956712904,0.13261540749171755,0.157389803805194,0.13197348416707644
"R1.84,R2.45,R3.52,P1.46-0-0",TFORF0758-OVOL3,0,5,2444.0,1782,0.02618658,0.16018364,0.16018364,test,Smooth muscle cells,others,smooth muscle,7.0,others,0.0,TFORF0758-OVOL3,25,5,,0.6351261884847834,0.05049107650350954,0.06992110404366217,0.0842236768057166,0.06492306864601623,0.08370588526574568,0.11839292978562456,0.30109520527890754,0.12668415280231451,0.10056382976285787
"R1.88,R2.48,R3.56,P1.07-2-1-0",TFORF0758-OVOL3,0,0,1332.0,1095,0.021021022,0.037433267,0.037433267,train,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF0758-OVOL3,25,15,,0.5921251752487571,0.061468945996306236,0.08446536620779906,0.10405500226000929,0.07654810995200688,0.10061332933579684,0.14781657796443298,0.13287023287300806,0.15459097328296031,0.13757179515297843
