,Pearson_r
ENOX2,0.6791462760964704
ENPEP,0.839590412134392
ENTHD1,0.9154193945114486
ENTPD3,0.892234576723249
EOGT,0.8355503406508896
EOMES,0.7751326320036563
EPAS1,0.9012539929533153
EPB41L3,0.86414604710515
EPB41L4A,0.8756164291880034
EPB41L5,0.8610268560834361
EPC1,0.8657298329004175
EPC2,0.7921362998613564
EPHA2,0.895407416350841
EPHA3,0.7992146128584877
EPHA4,0.8880265679278395
EPHA6,0.8670487229931401
EPHA7,0.8827734743947789
EPHB1,0.8739116880176512
EPHB3,0.7992068941803672
EPN2,0.8668946623159269
EPS8,0.8783081449332932
EQTN,0.925555406034981
ERBB4,0.8630611396776207
ERC2-IT1,0.945572434104963
ERCC8,0.86884784027853
ERG,0.8392846529500835
ERI3,0.8854929096412827
ERICH1-AS1,0.6860002092622842
ERICH6,0.9288201270309613
ERICH6-AS1,0.8855017979878484
ERP27,0.8084345218300154
ERVH48-1,0.873545992601745
ESPNL,0.8400217001646066
ESRRB,0.838174008461894
ESRRG,0.8418923687897537
ESYT2,0.8872123678521443
ETV1,0.7603477520081435
ETV6,0.8680110548898533
EVI2B,0.9125800544506263
EVI5,0.8628761697271686
EXOC3-AS1,0.8286909466234021
EXPH5,0.8696686151084128
EYA1,0.8748216182830727
EYA2,0.8870971732253567
EYA4,0.862577215107546
EYS,0.8777698608091649
EZH2,0.8714004009314583
F10,0.8947004730774767
F13A1,0.8552161222742668
F2RL2,0.8126871434375689
F3,0.8458703261508079
FAAH2,0.7801103488710139
FABP7,0.883159984591295
FADS1,0.8630047185884901
FADS2,0.7467360831480504
FAM102B,0.8739966038093767
FAM110B,0.858848923150658
FAM126A,0.7904364454209234
FAM131A,0.897578826311867
FAM134B,0.8820213965328703
FAM135A,0.8709509618620279
FAM135B,0.834570413365188
FAM13A,0.8511555125418904
FAM13A-AS1,0.867751589306207
FAM13C,0.8838532027412597
FAM150B,0.8775262521427774
FAM151B,0.8615184252185925
FAM157C,0.8662873916264149
FAM160A1,0.8075518790690328
FAM161B,0.8160613795526865
FAM163A,0.9058016330053793
FAM163B,0.8833654012162854
FAM167A,0.8502439325505553
FAM167A-AS1,0.8958410354642938
FAM169A,0.866170989644524
FAM171A1,0.8665120250115356
FAM172A,0.8622903975864562
FAM178B,0.8098255962172655
FAM184A,0.8916639287138224
FAM186A,0.8873553684530063
FAM189A1,0.878162119722323
FAM189A2,0.8596136895676576
FAM198B,0.8521288086291416
FAM19A1,0.8526932981011611
FAM19A2,0.8707818273328725
FAM20A,0.7258567341276052
FAM213A,0.8693976848624257
FAM214A,0.8736144332686108
FAM222A,0.8677700352899579
FAM3A,0.8634570042515962
FAM43A,0.8028568068876366
FAM46C,0.8850612325664978
FAM46D,0.8861106096892982
FAM57B,0.9268638781804933
FAM65B,0.8130894911938887
FAM66A,0.9094490636668887
FAM83B,0.8635326021198642
FAM83H-AS1,0.8779369284744222
FAM86C1,0.8869413296678157
FAM89A,0.87434536042592
FANCG,0.8760141984309718
FANCI,0.8694122915837104
FANCL,0.8669106998361815
FANK1,0.8929734700891703
FAR2,0.8735556904664802
FARS2,0.7944200842687729
FAS,0.8933324475189977
FASN,0.8651271993344845
FAT4,0.627649571872784
FAXC,0.8755506129764714
FBL,0.7783458534194856
FBLN1,0.8791003785789523
FBLN7,0.8783579596613025
FBN1,0.8756937162370477
FBXL15,0.8831698830831617
FBXL17,0.8683439658371931
FBXL20,0.8679061175768679
FBXL21,0.7929830131173681
FBXL4,0.8861041078026
FBXW7,0.8626509549523094
FBXW9,0.8601622402047475
FER,0.8555153716171531
FER1L6,0.7996283477069
FERD3L,0.12015511030127364
FERMT3,0.8687712397700947
FES,0.9082184812465597
FGD3,0.8890529357509908
FGF10,0.7744358972721836
FGF12,0.8753242209816594
FGF14,0.8953554298680726
FGF14-AS2,0.9090879230432566
FGF18,0.9048747655993031
FGF9,0.8906371564865571
FGFBP1,0.8551862216248145
FGFRL1,0.9020878838666617
FGL1,0.8339542980702929
FHOD3,0.8884677873519992
FIBCD1,0.879452121302342
FILIP1L,0.8767839654627447
FIZ1,0.8578719084901788
FKBP7,0.8945096233823944
FLI1,0.8223104135995241
FLJ16171,0.8588453833577756
FLJ21408,0.8368566068734312
FLJ23867,0.8589916086316356
FLJ40288,0.7334441405113749
FLJ41278,0.9162484549130266
FLJ42393,0.8363399766869205
FLNC,0.8498708193165859
FLRT2,0.8085925862293577
FLRT3,0.8621679559642267
FLT1,0.8640020017318722
FLT3LG,0.837536071601381
FLVCR2,0.8680286981161422
FMN1,0.8994826268883287
FMN2,0.8914299534308878
FMNL1,0.884852964872705
FMR1,0.7114003683759006
FN1,0.824832229065626
FNDC1,0.7605470829375595
FNDC5,0.856648421008543
FNDC7,0.8655418551354745
FNIP1,0.8676239128124641
FNIP2,0.8820709332313574
FOLH1B,0.902023762750008
FOSL1,0.8713739035703405
FOXA1,0.8845701928987711
FOXA2,0.7336392415712271
FOXI3,0.8933722521380818
FOXJ3,0.8751011258669932
FOXO3,0.8457860536899917
FOXO6,0.8501033916842147
FOXP2,0.8736891974804224
FOXP4,0.8857907399423892
FOXP4-AS1,0.9006959928937963
FPGT-TNNI3K,0.9035334498177353
FREM1,0.8713781854683587
FREM2,0.8748055706498082
FREM3,0.9224967566106309
FRK,0.8776839737455161
FRMD3,0.8880393641940055
FRMD4A,0.8754067798088451
FRMD4B,0.8653269196945714
FRMD5,0.803813367559425
FRMD6,0.6224522945965234
FRMD6-AS1,0.9086576864736096
FRMD7,0.9242206648472958
FRMPD1,0.8615686301849195
FRMPD2,0.9062383799685186
FRMPD4,0.860306624906103
FRY,0.8783658924359516
FRZB,0.9125366708791353
FSCN1,0.8693400038840657
FSCN2,0.912946365360767
FSHR,0.853522589616922
FST,0.8884365026259244
FSTL4,0.8766255568112472
FSTL5,0.8246966237198305
FTH1P3,0.8922371690352948
FTO,0.8619144010675646
FUT1,0.83144666126252
FUT2,0.9033837138455985
FUT8,0.8733704904715738
FUT9,0.6974881107375719
FXYD7,0.8529722283545825
FYN,0.8699012847493092
FZD1,0.8674310043220181
FZD10,0.7746879237716062
FZD3,0.8825089382936117
FZD5,0.7004705555943868
G2E3,0.8714259148927443
GAB1,0.8699643948105836
GAB2,0.8687965002778976
GABARAP,0.6654721820334962
GABBR2,0.8541048846728931
GABRA1,0.8953529858307534
GABRA2,0.8032827027231046
GABRA4,0.8867170583399765
GABRB1,0.8844891345158765
GABRB2,0.9082288873566177
GABRD,0.8621392926327407
GABRE,0.8375535888466845
GABRG3,0.8693140551953993
GABRP,0.8049830397127962
GABRR2,0.8922339727926907
GAD1,0.9078333166768737
GAD2,0.8824682902289925
GADD45A,0.8875879369006817
GADD45B,0.8575317670115965
GADL1,0.8749288711418018
GAL3ST2,0.8668645979451393
GALNT13,0.8618895859361501
GALNT14,0.8649250770848603
GALNT18,0.8853387036406309
GALNT3,0.8667040395524903
GALNT5,0.8652433820833154
GALNT9,0.8919047060021634
GALNTL6,0.8657995550961329
GAREM1,0.8831018776899876
GAS1RR,0.8321506424248012
GAS2,0.8678200366359695
GAS6,0.8458625804953428
GAS7,0.8616022586474235
GATA2,0.8919681074086742
GATA2-AS1,0.8550679942890933
GATA3,0.8446828433636157
GATA4,0.8438684582731307
GATA6,0.854023255936821
GATAD2A,0.858416810793058
GATM,0.8149036894322513
GBGT1,0.8500000890447414
GBP1P1,0.8794830799716434
GBX2,0.8848704446394202
GDA,0.8792807427219574
GDAP1,0.8631341015785917
GDF15,0.8979726138401521
GDNF,0.8332860042712815
GDNF-AS1,0.8606365262113589
GDPD5,0.8853423018134305
GFPT1,0.8667679048145995
GFRA1,0.90566180016638
GFRA2,0.8119144768126489
GGTA1P,0.9077737783296214
GHET1,0.9078548852402198
GHR,0.8758121633132495
GIF,0.8946542082426112
GJB7,0.8920486507776318
GLCCI1,0.8567608692510345
GLDC,0.864151497373831
GLDN,0.9216866104194027
GLI3,0.8745724308112759
GLI4,0.9068748120634054
GLIS1,0.869302439205532
GLIS3,0.8721774817462788
GLRA1,0.8641823322269964
GLRA2,0.8626811087872405
GLRA3,0.8761053982727682
GLRB,0.9091015730758837
GLT1D1,0.8602138850396243
GLUD1P3,0.8202348125880605
GLYATL2,0.8888488056351052
GMDS-AS1,0.8727780289652378
GMPR,0.7775538697959001
GNA12,0.8665230515211554
GNA14,0.8388862904410455
GNAI1,0.8810569412086531
GNAL,0.8835797216097767
GNAT3,0.7546435508933083
GNB3,0.8945311082900126
GNB4,0.8543382837467978
GNG11,0.8547910627435659
GNG12,0.8668537550949247
GNG12-AS1,0.8668856705805867
GNG8,0.8915445559606635
GNL3,0.8632529434032489
GNPTAB,0.870726691531872
GP1BA,0.8782388695268472
GPBP1L1,0.8700016617044706
GPC5,0.8588445702388802
GPD1L,0.8636491772410025
GPD2,0.8731306481962704
GPM6A,0.8876870535401801
GPNMB,0.923776794463239
GPR137C,0.8826655053216889
GPR141,0.8501719521100621
GPR146,0.8993521977228173
GPR158,0.8784133487559315
GPR162,0.868770831032849
GPR20,0.8623827365052377
GPR3,0.8649193854871126
GPR35,0.8061582650327491
GPR37,0.8852290665388473
GPR39,0.8603898782649674
GPR50,0.8723443197290655
GPR55,0.8356434855995204
GPR75-ASB3,0.8821277317122748
GPR87,0.905329404153961
GPRC6A,0.8901311191615446
GPRIN3,0.8830757407280334
GPSM3,0.8939910521007799
GPX2,0.8549020333063757
GPX3,0.8893813922462743
GPX4,0.8765457623478015
GPX7,0.8835535587438758
GRAMD1B,0.8863271346439099
GRB10,0.863551143814689
GREB1L,0.8046873458351234
GREM1,0.8718283704854366
GREM2,0.8676091241822944
GRHL1,0.8768959545878457
GRHL2,0.8707271263931727
GRHL3,0.865024888019618
GRIA1,0.840552279466067
GRIA2,0.9366813351009343
GRIA3,0.8663070679280839
GRIA4,0.8989904409489062
GRIK1,0.8728566944741846
GRIK2,0.8823807255882872
GRIK3,0.879112455366935
GRIK4,0.8692737034001564
GRIN2A,0.870997981382708
GRIN2B,0.8466426998768796
GRIN3A,0.8459723858888747
GRK4,0.9122276265783092
GRK5,0.8760819094330858
GRK7,0.8739157604449069
GRM1,0.8948418834572247
GRM2,0.8883723748406596
GRM3,0.6054119630419761
GRM5,0.880410884953754
GRM7,0.8882492299887487
GRM7-AS3,0.8513248169125973
GRM8,0.8811932960244684
GS1-124K5.4,0.8389227572260158
GSN,0.8782244299119916
GSTM2,0.29007120463741415
GSTM3,0.8516459265060201
GTDC1,0.8628561410205083
GTF2H2B,0.8796222116568766
GTF2IP12,0.9088716444025038
GTF2IP7,0.8915760618176789
GTF2IRD1,0.7587503439877231
GTF2IRD2,0.1816912335963545
GTF2IRD2B,0.8550692798084476
GUCY1A2,0.876309457989215
GUCY1A3,0.7693370770333948
GUCY2F,0.9389946206298185
GUSBP3,0.9077179977529721
GUSBP4,0.8641073539764669
GUSBP9,0.8538268863994988
GYPC,0.8670111257958274
GYS2,0.8808479827102151
H19,0.7896207866853469
H1F0,0.8878774972216423
H1FX-AS1,0.8718058129300165
H2AFY,0.8638599231771341
H2AFY2,0.8604013164311971
HAPLN1,0.788297732631406
HAPLN4,0.8973149527686834
HAS2,0.8346688783315741
HAVCR1,0.8083670295160705
HCG16,0.9004663305591168
HCLS1,0.873387274572491
HCN1,0.8654264844757439
HDAC4,0.8608799802094843
HDAC8,0.8719340321392849
HDAC9,0.863837024739439
HDX,0.8714552517584486
HEATR1,0.8632043427202349
HECTD2-AS1,0.8412966084864124
HECW1,0.8713787666626209
HECW2,0.8709667964257325
HEG1,0.8655458979262379
HENMT1,0.8658822046467408
HEPH,0.884680884050788
HEPHL1,0.8978719701426002
HES1,0.8633688629431132
HEY1,0.8106004121681408
HEYL,0.8446802270209371
HGF,0.9080752500471038
HGSNAT,0.8451215917946467
HHAT,0.846810423313052
HHEX,0.865977576733228
HHIP,0.8906302950386074
HHIPL2,0.8228403555220558
HHLA1,0.8267311743205121
HIPK2,0.8665827129498532
HIST1H1A,0.7015340468162596
HIST1H2AB,0.8812261440143386
HIST1H2AC,0.8718008464442177
HIST1H2AE,0.8580770741615308
HIST1H2AG,0.8534084475687118
HIST1H2AH,0.854404919086601
HIST1H2AI,0.6850827390423823
HIST1H2AJ,0.8540304412665519
HIST1H2AK,0.8758855363529783
HIST1H2AL,0.8705691536848814
HIST1H2BB,0.8877244708645766
HIST1H2BC,0.6129575283109867
HIST1H2BD,0.7520671583825304
HIST1H2BF,0.7134222997052204
HIST1H2BH,0.7533595294174515
HIST1H2BI,0.8723726776929603
HIST1H2BJ,0.8640382201908319
HIST1H2BK,0.880687686412969
HIST1H2BL,0.8681393204170598
HIST1H2BN,0.8803229570602575
HIST1H2BO,0.5568345166010228
HIST1H3A,0.8816241240349263
HIST1H3C,0.8658012058901082
HIST1H3D,0.7920815767751676
HIST1H3E,0.8703307665348633
HIST1H3F,0.8660698693390341
HIST1H3G,0.8701850000421623
HIST1H3H,0.8826835509198336
HIST1H3I,0.8691040868646872
HIST1H3J,0.8654985772096534
HIST1H4B,0.9014555638176551
HIST1H4D,0.8688008483148807
HIST1H4F,0.8909278352784198
HIST1H4H,0.7126548924479248
HIST1H4I,0.5725908273945942
HIST1H4J,0.879120809443517
HIST1H4K,0.5940351273178908
HIST1H4L,0.8540046979339754
HIST2H2AB,0.88312460814767
HIST2H2BE,0.8653222582153024
HIST2H2BF,0.8818240795410612
HIST2H3D,0.8864420608753977
HIST3H2A,0.8809881731231712
HIST3H2BB,0.87011088302626
HIST4H4,0.6381097786620803
HIVEP1,0.8748841936330267
HIVEP2,0.8581981055411041
HIVEP3,0.8775033745351961
HLA-DPA1,0.885389933358771
HMCN1,0.6451480526506932
HMX1,0.8269764708988298
HNF4A,0.8314100514590207
HNF4G,0.8238015215855882
HNMT,0.8647046880435832
HNRNPAB,0.7952787243062158
HNRNPH2,0.8636337907580316
HNRNPUL2-BSCL2,0.8789137693310675
HOOK3,0.8579875537574755
HOPX,0.7561935357898725
HOXA3,0.7879656890453384
HOXB-AS3,0.9514020631940059
HOXB3,0.805495121286018
HOXB8,0.938439165545765
HOXC4,0.7855339485599835
HOXC6,0.859261736551926
HOXC8,0.8761136996409619
HOXC9,0.8193661017386631
HOXD3,0.6926813745485704
HOXD4,0.8068533879891268
HP08777,0.8642981001682554
HP09053,0.8309120505219572
HP1BP3,0.8700098112835446
HPCAL1,0.8440650416218667
HPGD,0.8190995757848101
HPGDS,0.8342246178410542
HPSE2,0.9110919629122012
HRAT56,0.832696062782871
HS3ST1,0.8662716675965981
HS3ST3A1,0.8693297316850516
HS6ST2,0.8605839903668928
HS6ST3,0.8401868958239959
HSBP1,0.8606577334095693
HSD17B10,0.8767798355378245
HSD17B13,0.8855204876271034
HSD17B3,0.8615152272314954
HSD17B8,0.8381393808152924
HSD3B7,0.8094259492697436
HSH2D,0.8499215335591431
HSP90B2P,0.9084905764885609
HSPB1,0.8728242858653699
HSPB2,0.8922535541746255
HSPBAP1,0.8881969554120585
HTR1E,0.8397433156369309
HTR1F,0.8831639281046286
HTR2C,0.858698904565131
HTR7,0.8692623126700989
HTRA1,0.8797520760647222
HYAL3,0.8663536686439588
HYDIN,0.897966602063632
ICE1,0.8667571949486959
ID1,0.8627520937466047
ID2,0.8708315853248609
ID3,0.8286296744401632
ID4,0.8535375327490148
IDH1-AS1,0.8250612863199518
IDNK,0.8271207865672686
IDO2,0.8972013781284214
IDS2,0.902079793177775
IDUA,0.8849938483999644
IER3,0.8340014348941237
IFI16,0.8705406144424176
IFI6,0.853381675732214
IFIT5,0.852936020321068
IFITM1,0.8650074234598849
IGDCC3,0.8631404367807057
IGF1,0.8577320963938614
IGF2,0.7717858053693258
IGFBP3,0.8908486765233804
IGFBP5,0.9043439700734732
IGFBP7,0.7908551680859373
IGFBPL1,0.8996128038444993
IGSF11,0.8901361198535152
IKZF1,0.8850004465443152
IKZF2,0.8856542404105624
IL10RB,0.8944847849278552
IL12A-AS1,0.8788452172353621
IL15,0.8138237489054408
IL17RD,0.8812669594362877
IL1R1,0.7774321472724774
IL1RAPL1,0.8548423507274043
IL1RAPL2,0.85546621498462
IL21-AS1,0.9090922046987087
IL23A,0.8349105520751291
IL32,0.8492091215134819
IL34,0.8648895127397144
IL6ST,0.8591434547700155
ILDR1,0.9008586881841905
ILDR2,0.8818936698913074
ILF2,0.8583051225228392
IMPG1,0.8553899371277284
IMPG2,0.857192891547669
INE1,0.8624736416473698
INPP4B,0.8107526411889395
INPP5F,0.8650121994699973
INSC,0.8251487212379511
INTS4P1,0.9481731808607798
INTS6,0.8643282999853317
INTS6-AS1,0.813116030069192
INVS,0.862473053826291
IP6K3,0.9221909112723623
IPCEF1,0.9145339391825391
IQCH,0.8859421651560726
IQGAP2,0.7836401099528508
IRF7,0.9150408052483034
IRGM,0.9037890578240663
ISG15,0.8641187195971745
ISG20,0.8641085698097941
ISL1,0.8566361438663509
ISM1,0.8710695541184292
ISPD,0.8648159566897557
ISX-AS1,0.9096628327713768
ITCH,0.8666049500545866
ITFG1,0.8655687422244949
ITGA1,0.8607937063746258
ITGA11,0.8491239163789777
ITGA2,0.5245811252025667
ITGA3,0.8785776151345137
ITGA5,0.8080634248000285
ITGA8,0.8223434486148634
ITGAM,0.8781020082462699
ITGAV,0.859283717571782
ITGB6,0.8795905716977942
ITGB8,0.8537780151939686
ITGBL1,0.8855051795733163
ITM2A,0.4728964479783184
ITPK1,0.876844573358812
ITPKB,0.8580094181543967
ITPR1,0.8437977306555671
ITPR2,0.854782499209551
IVNS1ABP,0.8666732543516907
IWS1,0.8744456741989354
IZUMO1,0.9078006112329179
JADE3,0.8644663525814795
JAG2,0.8814383396969411
JAKMIP2,0.8641979099472972
JAKMIP3,0.8450658920502996
JARID2-AS1,0.8987722886204534
JAZF1,0.8451449455756114
JMJD4,0.8855481448673058
JPH1,0.8789962843723885
JPH2,0.8326418906912638
KALRN,0.8624590495381281
KANK1,0.8693879049103215
KANK4,0.9265990274585668
KAT2B,0.8827166270909618
KAT6A,0.865613410903092
KCNB2,0.870689021888402
KCND1,0.9099962659303362
KCND3,0.8915879612369008
KCNE3,0.8952106721820118
KCNE5,0.7529552676073906
KCNG2,0.876522778207116
KCNH1,0.8305181855922571
KCNH2,0.9118599812632026
KCNH4,0.9274578402449333
KCNH5,0.8378935299635566
KCNH7,0.8746087123642328
KCNH8,0.8510002434618608
KCNIP1,0.869989571665906
KCNIP4,0.7441992720124435
KCNIP4-IT1,0.8926497564055519
KCNJ2,0.7900730777655112
KCNJ3,0.7799655737255049
KCNJ5,0.7580430108015482
KCNJ8,0.8642138765324376
KCNK10,0.910775698680512
KCNK12,0.8906865500862695
KCNK13,0.8767146484688724
KCNK2,0.8885572096919203
KCNK9,0.8398221569845338
KCNMA1,0.8644397119090533
KCNMB2,0.9000266154239668
KCNMB4,0.8803969465980988
KCNN2,0.7501929491535099
KCNQ1,0.8686855872199694
KCNQ3,0.8623047952847035
KCNQ5,0.8654290406955479
KCP,0.8392918172816418
KCTD1,0.871263067722226
KCTD16,0.8568550910379935
KCTD19,0.86924413306851
KCTD4,0.9134288573447121
KCTD8,0.8747313049491303
KDM2A,0.8732574172794977
KDM4C,0.847550666670492
KDM6B,0.8833314317185695
KDR,0.8483738320145408
KHDRBS3,0.8503773597742738
KIAA0319L,0.8699606820432286
KIAA0368,0.8715795500124491
KIAA1161,0.8339893368476065
KIAA1211,0.8738572478595197
KIAA1211L,0.8122839035743227
KIAA1324,0.8564023049679513
KIAA1328,0.8750788902302351
KIAA1456,0.847745827178634
KIAA1462,0.8103252948029507
KIAA1468,0.8782033711295917
KIAA1644,0.8689392041342622
KIAA2012,0.8664843362419342
KIAA2022,0.9128403158935762
KIF1A,0.8727856726266806
KIF26B,0.8077889938151208
KIF2A,0.8611351515975824
KIF5C,0.8704785843735657
KIRREL,0.863413660832978
KIRREL2,0.8158843200153855
KIRREL3,0.8732002520422509
KITLG,0.8837535561622474
KLC1,0.7228882373914998
KLC3,0.9042765626028872
KLF1,0.8867528074071432
KLF17,0.8886013660935046
KLF3,0.8603457921335297
KLF5,0.885312971324435
KLF6,0.8571952559661731
KLF7,0.7346744189387338
KLF8,0.8595055799842761
KLHDC1,0.8989700065002506
KLHDC9,0.9460702742251843
KLHL1,0.8801552948555875
KLHL14,0.9029070525178232
KLHL17,0.8373816661786665
KLHL29,0.8543247857029702
KLHL32,0.8701479311045088
KLHL4,0.877011943705178
KLHL41,0.9124309441530832
KLHL8,0.8865549325788561
KLKB1,0.8648841742145031
KLRD1,0.8944305444550743
KNTC1,0.8674508384435958
KPNA3,0.8591933207537068
KPNA7,0.881139710737469
KRT18,0.8549772858368886
KRT19,0.8579194126494902
KRT222,0.8337268849689675
KRT8,0.8558710304138213
KSR1,0.8723689617562467
KYNU,0.8949963672874093
LAG3,0.8511068271394652
LAMA1,0.8726200455711859
LAMA2,0.8509391228688923
LAMA3,0.8864586016732051
LAMA4,0.8928141053528735
LAMB1,0.7879687791079122
LAMC2,0.8778752017181237
LAMTOR5-AS1,0.9197501170498564
LANCL1-AS1,0.8213669536673427
LANCL3,0.9271745331259452
LARP4B,0.8644308142276678
LCMT1-AS1,0.8588321878594604
LCOR,0.8693089409755925
LCORL,0.8057345454463658
LCP1,0.8614117143639662
LCT,0.9003927389487291
LDAH,0.8658480870933306
LDB3,0.8895823367525607
LDHA,0.8601443377803548
LDHC,0.9016423380475426
LDLRAD4,0.8467798138118888
LEF1,0.8817048517541948
LEFTY2,0.8539938900965726
LEKR1,0.8985891464120974
LEMD1,0.9092264300302202
LEPR,0.8695759286334177
LEXM,0.8734572430983384
LFNG,0.8794141995507309
LGALS1,0.8453687996664564
LGALS9,0.8372117423529688
LGI1,0.8851715501996571
LGR5,0.84279770071827
LGSN,0.9147529738338279
LHFP,0.8520335513918483
LHFPL1,0.9043350592367213
LHFPL3,0.8931352815777686
LHX1,0.7961558622412048
LHX2,0.9351091882784179
LHX5,0.9448163724790335
LHX5-AS1,0.9127409360168669
LHX8,0.9354191689257384
LIFR-AS1,0.9394255791692372
LILRB3,0.8654323365751164
LIMA1,0.8838414558609682
LIMCH1,0.8508515153740404
LIMS1,0.8705268905087201
LIMS2,0.8628620121181306
LIN7A,0.8726118310788467
LINC-ROR,0.8605041089856154
LINC00113,0.7675127840916115
LINC00152,0.8136118073917066
LINC00238,0.8536615689486224
LINC00243,0.8809137223835507
LINC00261,0.7867215862675605
LINC00271,0.8994722861268358
LINC00276,0.9000033403728711
LINC00278,0.8132983313644789
LINC00290,0.9158514304230733
LINC00299,0.9137136451888745
LINC00309,0.8985627383993263
LINC00311,0.7838887003240876
LINC00331,0.7247125506166444
LINC00348,0.6268913449130662
LINC00379,0.875201169934615
LINC00383,0.762689275671155
LINC00403,0.8725706205110247
LINC00428,0.790707707650756
LINC00437,0.879559463057463
LINC00446,0.7982282619441564
LINC00458,0.739853158201395
LINC00461,0.8728852022944461
LINC00467,0.8987935398736393
LINC00470,0.8781705563911366
LINC00472,0.8895143501404261
LINC00486,0.8847024827001114
LINC00491,0.8701149500152725
LINC00504,0.8757573324470957
LINC00526,0.8445232997768874
LINC00534,0.8252752256174622
LINC00535,0.8861635509159503
LINC00536,0.8307620285327916
LINC00562,0.8124408654963655
LINC00571,0.7824311930210399
LINC00578,0.8735529524074346
LINC00587,0.9006958881980561
LINC00607,0.8968329582582011
LINC00609,0.8892828363024593
LINC00623,0.8529088100077827
LINC00632,0.8926851778686478
LINC00639,0.8766437254787849
LINC00640,0.9164998147895682
LINC00645,0.8439196597800814
LINC00648,0.8896684679118096
LINC00663,0.9091445602244674
LINC00673,0.8392157097470463
LINC00693,0.8916272789690464
LINC00824,0.8165253838635714
LINC00836,0.8988131424431731
LINC00847,0.8112724271047017
LINC00869,0.8564016971643648
LINC00871,0.7984787221202129
LINC00886,0.8085631559444042
LINC00907,0.8516776818066835
LINC00922,0.8605418499496782
LINC00936,0.772307964198083
LINC00963,0.8555672771379871
LINC00970,0.8221574950843173
LINC00989,0.8570142226560052
LINC01021,0.872744949875757
LINC01031,0.9346839228443942
LINC01057,0.8674954027091548
LINC01060,0.8755161201090026
LINC01088,0.911175154154158
LINC01091,0.8391583232213505
LINC01098,0.8893760125491137
LINC01107,0.9086856952526551
LINC01108,0.832639465659114
LINC01122,0.8786965315273824
LINC01125,0.8682847013882296
LINC01134,0.815907327731686
LINC01140,0.9037520560417017
LINC01162,0.8773905418085849
LINC01170,0.8674575035865251
LINC01182,0.8178118089998393
LINC01192,0.8999994924099934
LINC01205,0.9066594354948031
LINC01206,0.8864740211497594
LINC01232,0.8315931062803235
LINC01234,0.8884352033019502
LINC01239,0.8535858972841995
LINC01249,0.8744698669007447
LINC01250,0.7985828345469016
LINC01252,0.890456078299075
LINC01258,0.902989782559162
LINC01266,0.7295063655248648
LINC01278,0.8775203899738538
LINC01310,0.8590586145041852
LINC01317,0.8778658626157874
LINC01320,0.7947848737739416
LINC01322,0.9029234453788186
LINC01331,0.7936269080461698
LINC01338,0.9288149619651439
LINC01340,0.8620990215447458
LINC01347,0.929339385733106
LINC01356,0.8386813655126859
LINC01364,0.9211552741502668
LINC01376,0.875976713412407
LINC01389,0.8752829340326885
LINC01399,0.8851384335738268
LINC01411,0.9104611174880463
LINC01415,0.8927769949476277
LINC01424,0.8751487798709676
LINC01442,0.8770270652983874
LINC01456,0.8686895874533548
LINC01465,0.8997182798744862
LINC01470,0.8677634400746816
LINC01476,0.8855841545131209
LINC01478,0.8911769671296496
LINC01482,0.878899134384111
LINC01483,0.8781661094717549
LINC01499,0.9051410480749947
LINC01504,0.9170064232177216
LINC01507,0.9201039521933422
LINC01508,0.8474609088822106
LINC01515,0.8749404956909375
LINC01525,0.9478252433526861
LINC01567,0.942829180586151
LINC01569,0.8825398197710618
LINC01586,0.822469511401994
LINC01592,0.8442336310529427
LINC01594,0.8041290035776242
LINC01600,0.792800364406731
LINC01605,0.8911043065380709
LINC01609,0.9107426657224039
LINC01619,0.881920930751983
LINCR-0001,0.8408066229960945
LINCR-0002,0.9482396667803756
LIPJ,0.8612803877085541
LIX1,0.9305667806438203
LIX1L,0.8054192893882037
LL22NC03-86D4.1,0.8743371337238515
LMBR1,0.7915918300326775
LMCD1-AS1,0.8689241870292896
LMNTD1,0.9113263842452886
LMO1,0.9190453351771157
LMO2,0.9046290518360005
LMO3,0.8847410133343885
LMO7,0.8764427135014344
LMX1A,0.8876792526020408
LMX1B,0.8895630137098708
LNX1,0.888236037778295
LOC100128386,0.8556337168337996
LOC100128885,0.8762980514572236
LOC100128988,0.9126782977283686
LOC100129148,0.8622933753862196
LOC100129203,0.858238102170847
LOC100129724,0.8744796069968545
LOC100129931,0.8816789144486089
LOC100130207,0.8362744610354887
LOC100130370,0.8964429573068087
LOC100130705,0.9087871013827931
LOC100130876,0.8621727021837408
LOC100131655,0.9284712495520789
LOC100132057,0.8742891400588816
LOC100132356,0.9236978817727067
LOC100133669,0.8617927755657692
LOC100287015,0.8965144596024615
LOC100287225,0.8114456696277692
LOC100288637,0.8713407147512974
LOC100288798,0.863904295619941
LOC100335030,0.8922228732524637
LOC100505498,0.8676705771294615
LOC100505555,0.8695277501534581
LOC100505736,0.8608739406706046
LOC100505795,0.8467687444109319
LOC100505817,0.7968131660570711
LOC100505912,0.8849394629091692
LOC100505921,0.8683033051758037
LOC100505984,0.8787642815447015
LOC100506047,0.8790165739029951
LOC100506114,0.8482744189003647
LOC100506142,0.8979315592273783
LOC100506178,0.7581402930097523
LOC100506207,0.8719652251005509
LOC100506302,0.901452953726827
LOC100506403,0.8922310015531741
LOC100506472,0.82113974677257
LOC100506551,0.8894946992481109
LOC100506718,0.8077287253723077
LOC100506844,0.9043681454896043
LOC100506851,0.8826182873879511
LOC100506885,0.8162902116463405
